UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,5,2020,95,213388,64658,148730,56026,127871,4161,12081,343,725,3540,6781,64,153,524,1119,56470,128812,4286,12430,632,1382,3715,7061,132,271,59790,138450,51481,118326,4022,11715,262,567,3509,6714,56,136,460,992,51872,119156,4122,12009,519,1160,3662,6963,113,241,4868,10280,4545,9545,139,366,81,158,31,67,8,17,64,127,4598,9656,164,421,113,222,53,98,19,30
R,5,2020,96,163429,48062,115367,41479,99254,3061,9317,259,534,2814,5319,46,111,403,832,41816,99947,3159,9561,483,1014,2953,5541,93,213,44468,107841,38117,92290,2955,9039,204,410,2792,5264,41,98,359,740,38417,92905,3035,9240,407,842,2916,5462,81,190,3594,7526,3362,6964,106,278,55,124,22,55,5,13,44,92,3399,7042,124,321,76,172,37,79,12,23
R,5,2020,97,120468,34399,86069,29365,73670,2271,7086,187,380,2232,4218,34,82,310,633,29630,74186,2350,7279,354,746,2338,4389,78,165,31768,80576,26921,68547,2188,6891,143,304,2213,4187,30,75,273,572,27154,69011,2250,7057,289,640,2309,4340,67,148,2631,5493,2444,5123,83,195,44,76,19,31,4,7,37,61,2476,5175,100,222,65,106,29,49,11,17
R,5,2020,98,89853,24703,65150,21112,55907,1542,5325,133,308,1670,3050,27,65,219,495,21298,56312,1607,5478,250,590,1742,3183,57,132,22985,61057,19501,52125,1495,5174,109,247,1661,3025,23,56,196,430,19666,52475,1550,5300,214,496,1728,3139,48,114,1718,4093,1611,3782,47,151,24,61,9,25,4,9,23,65,1632,3837,57,178,36,94,14,44,9,18
R,5,2020,99,63420,16911,46509,14345,39576,1086,3850,86,210,1205,2453,18,48,171,372,14488,39873,1131,3975,181,417,1262,2557,40,100,15805,43764,13327,37029,1050,3759,67,171,1195,2438,14,45,152,322,13455,37289,1088,3862,151,353,1245,2526,33,87,1106,2745,1018,2547,36,91,19,39,10,15,4,3,19,50,1033,2584,43,113,30,64,17,31,7,13
R,5,2020,100,108370,25909,82461,20948,67799,1930,7904,168,412,2540,5534,46,99,277,713,21168,68369,2016,8167,312,806,2633,5713,92,201,24195,77747,19376,63478,1875,7708,134,353,2528,5497,42,90,240,621,19567,63973,1946,7925,259,704,2607,5650,79,175,1714,4714,1572,4321,55,196,34,59,12,37,4,9,37,92,1601,4396,70,242,53,102,26,63,13,26
R,6,2020,999,329726295,162393231,167333064,124474255,126614988,21268894,23121085,2127692,2099569,9471465,10372106,414982,404129,4635943,4721187,128609260,130803890,23361992,25296803,3491431,3526092,11192167,12089517,822612,815920,131359095,136861356,97204923,99882882,19801175,21604294,1204415,1243595,9167834,10067137,304141,300677,3676607,3762771,100482979,103218364,21447507,23325393,2168406,2273147,10624548,11520433,622592,624084,31034136,30471708,27269332,26732106,1467719,1516791,923277,855974,303631,304969,110841,103452,959336,958416,28126281,27585526,1914485,1971410,1323025,1252945,567619,569084,200020,191836
R,6,2020,0,3783455,1935336,1848119,1388159,1325198,291522,278722,31300,29870,95792,91546,5700,5473,122863,117310,1501657,1433566,359284,343424,54970,52475,140200,133940,14154,13545,1427741,1363606,954668,911428,264307,252727,16081,15352,90207,86229,3900,3749,98578,94121,1046187,998812,319744,305659,31496,30073,127129,121473,10104,9670,507595,484513,433491,413770,27215,25995,15219,14518,5585,5317,1800,1724,24285,23189,455470,434754,39540,37765,23474,22402,13071,12467,4050,3875
R,6,2020,1,3797720,1942290,1855430,1397413,1331633,291389,281725,31205,29897,98750,93708,5741,5533,117792,112934,1505965,1435702,355216,343249,54588,52262,141924,134853,14000,13416,1437490,1371864,965688,918328,264346,255673,16114,15372,93168,88399,3945,3794,94229,90298,1052936,1001928,316295,305748,31377,29945,129095,122617,10027,9596,504800,483566,431725,413305,27043,26052,15091,14525,5582,5309,1796,1739,23563,22636,453029,433774,38921,37501,23211,22317,12829,12236,3973,3820
R,6,2020,2,3848614,1968064,1880550,1416337,1348183,294284,286623,31481,30239,102476,96796,5831,5612,117655,113097,1524681,1452327,357622,348090,55002,52773,145867,138068,14134,13519,1457658,1390237,979511,928984,266974,260163,16279,15517,96836,91428,4020,3853,94038,90292,1066504,1012504,318425,310075,31634,30182,132975,125762,10147,9684,510406,490313,436826,419199,27310,26460,15202,14722,5640,5368,1811,1759,23617,22805,458177,439823,39197,38015,23368,22591,12892,12306,3987,3835
R,6,2020,3,3942188,2015675,1926513,1448948,1379374,301276,293699,32167,30904,106995,101138,5996,5773,120293,115625,1559694,1485830,365974,356509,56186,53913,151450,143389,14489,13863,1492009,1423345,1000610,949066,273294,266538,16611,15838,101220,95652,4139,3971,96135,92280,1089512,1034405,325819,317500,32280,30794,138272,130817,10415,9938,523666,503168,448338,430308,27982,27161,15556,15066,5775,5486,1857,1802,24158,23345,470182,451425,40155,39009,23906,23119,13178,12572,4074,3925
R,6,2020,4,4012869,2050595,1962274,1473471,1403434,306175,299478,32631,31510,110186,104497,6114,5921,122018,117434,1585772,1511516,371768,363242,57002,54909,155345,147424,14727,14150,1513943,1446168,1013588,961623,277795,271931,16728,16035,104266,98901,4210,4077,97356,93601,1103585,1048142,330966,323595,32568,31213,141876,134607,10564,10146,536652,516106,459883,441811,28380,27547,15903,15475,5920,5596,1904,1844,24662,23833,482187,463374,40802,39647,24434,23696,13469,12817,4163,4004
R,6,2020,5,4054259,2072357,1981902,1484464,1414960,310567,302843,32885,31825,115285,108492,6163,5983,122993,117799,1597638,1523354,376617,366565,57450,55322,160847,151778,14890,14233,1536826,1465604,1025993,973205,281498,274804,17109,16382,109541,102966,4309,4158,98376,94089,1116894,1060147,335042,326463,33178,31681,147659,139103,10803,10291,535531,516298,458471,441755,29069,28039,15776,15443,5744,5526,1854,1825,24617,23710,480744,463207,41575,40102,24272,23641,13188,12675,4087,3942
R,6,2020,6,4032231,2063010,1969221,1481140,1407748,310030,301944,33171,31956,111479,105608,5926,5716,121264,116249,1592719,1514707,374761,364995,57620,55298,156552,148036,14665,13939,1531934,1459811,1026433,971860,281015,274083,17449,16701,105961,100348,4163,4005,96913,92814,1116006,1057626,333447,325220,33471,31941,143603,135698,10615,10071,531076,509410,454707,435888,29015,27861,15722,15255,5518,5260,1763,1711,24351,23435,476713,457081,41314,39775,24149,23357,12949,12338,4050,3868
R,6,2020,7,4027799,2058194,1969605,1476036,1408621,308706,300694,32909,31728,114525,108028,5998,5738,120020,114796,1586330,1514079,372299,362283,57190,55040,159572,150455,14840,14022,1529298,1459540,1021973,970986,280443,273367,17589,16836,109164,102743,4256,4009,95873,91599,1110447,1055485,331864,323221,33501,32097,146847,138138,10779,10080,528896,510065,454063,437635,28263,27327,15320,14892,5361,5285,1742,1729,24147,23197,475883,458594,40435,39062,23689,22943,12725,12317,4061,3942
R,6,2020,8,4035791,2063034,1972757,1486197,1417454,309704,300668,33660,32289,109360,103772,5741,5521,118372,113053,1594974,1521343,372702,361178,58024,55545,153227,145372,14358,13739,1528977,1458466,1027250,975109,281720,273762,17682,17014,104087,98711,4007,3856,94231,90014,1114210,1058183,332539,322658,33599,32200,140672,133354,10337,9872,534057,514291,458947,442345,27984,26906,15978,15275,5273,5061,1734,1665,24141,23039,480764,463160,40163,38520,24425,23345,12555,12018,4021,3867
R,6,2020,9,4078845,2085954,1992891,1510786,1439199,311410,302360,32403,31412,107159,101715,5702,5419,118494,112786,1619755,1542829,374322,362604,57034,55046,150881,142980,14398,13601,1538394,1465066,1035673,981833,284834,276203,17898,17130,102040,96821,3996,3792,93953,89287,1122426,1064190,335459,324609,33931,32499,138357,131084,10355,9760,547560,527825,475113,457366,26576,26157,14505,14282,5119,4894,1706,1627,24541,23499,497329,478639,38863,37995,23103,22547,12524,11896,4043,3841
R,6,2020,10,4068877,2076495,1992382,1492459,1425797,312071,303635,33038,32153,112822,108334,6098,5956,120007,116507,1602956,1532838,376381,366659,57506,56166,156915,150676,14665,14202,1533896,1469181,1027648,977648,282822,275403,17322,17085,106883,102662,4124,3998,95097,92385,1115608,1062891,334552,325973,33089,32708,143438,137892,10411,10012,542599,523201,464811,448149,29249,28232,15716,15068,5939,5672,1974,1958,24910,24122,487348,469947,41829,40686,24417,23458,13477,12784,4254,4190
R,6,2020,11,4076896,2079883,1997013,1495899,1429879,315433,307621,33110,31990,112017,108148,6255,6166,117169,113209,1603426,1533934,378466,369094,57120,54721,154778,149121,14584,14240,1541763,1479035,1035061,986492,286046,279057,17408,16947,105931,102374,4217,4167,93100,89998,1120872,1069605,336945,328809,32943,31557,141528,136532,10363,10099,538120,517978,460838,443387,29387,28564,15702,15043,6086,5774,2038,1999,24069,23211,482554,464329,41521,40285,24177,23164,13250,12589,4221,4141
R,6,2020,12,4200608,2143911,2056697,1545259,1475044,324584,316881,34377,33130,115961,111796,6463,6200,117267,113646,1652798,1579240,387490,378912,58363,56397,158787,152567,15042,14208,1588026,1523759,1067588,1017644,294684,288059,17978,17609,110022,106022,4371,4125,93383,90300,1153582,1100747,345698,338293,33535,32575,145734,139927,10673,10024,555885,532938,477671,457400,29900,28822,16399,15521,5939,5774,2092,2075,23884,23346,499216,478493,41792,40619,24828,23822,13053,12640,4369,4184
R,6,2020,13,4220873,2155874,2064999,1560813,1489630,325505,315507,35019,33335,114308,109977,6416,6276,113813,110274,1665224,1590598,386265,374990,58657,56344,155965,149678,14740,14269,1599827,1530967,1082599,1029900,295913,287163,18128,17713,108263,104308,4376,4209,90548,87674,1166043,1110481,345076,335472,33501,32575,142915,137384,10504,10075,556047,534032,478214,459730,29592,28344,16891,15622,6045,5669,2040,2067,23265,22600,499181,480117,41189,39518,25156,23769,13050,12294,4236,4194
R,6,2020,14,4181366,2136097,2045269,1557142,1481830,316249,309283,34163,32826,113270,110379,6306,6117,108967,104834,1656990,1577865,373680,365071,57310,54944,153373,148622,14239,13657,1591905,1523208,1087136,1030877,288066,281962,18002,17556,107487,105038,4276,4163,86938,83612,1167081,1107746,334757,327409,33059,31901,141083,136981,10163,9712,544192,522061,470006,450953,28183,27321,16161,15270,5783,5341,2030,1954,22029,21222,489909,470119,38923,37662,24251,23043,12290,11641,4076,3945
R,6,2020,15,4174257,2130343,2043914,1557833,1484545,312799,304256,33795,32798,115148,114620,6331,6092,104437,101603,1653352,1577280,367015,357490,56589,54773,153960,151931,13934,13478,1596133,1531602,1095369,1041265,285459,277807,17995,17467,109543,109336,4359,4269,83408,81458,1171969,1115848,329498,321316,32886,31858,142161,140776,9997,9809,534210,512312,462464,443280,27340,26449,15800,15331,5605,5284,1972,1823,21029,20145,481383,461432,37517,36174,23703,22915,11799,11155,3937,3669
R,6,2020,16,4187458,2135664,2051794,1569072,1496647,310718,302926,32924,32215,115886,115895,6115,5829,100949,98282,1661402,1586522,362515,353842,55349,54012,153464,152151,13554,13027,1612862,1547459,1115330,1059056,284296,277489,17810,17245,110393,110713,4277,4065,80756,78891,1189480,1131431,326463,319119,32620,31801,141982,141254,9833,9401,522802,504335,453742,437591,26422,25437,15114,14970,5493,5182,1838,1764,20193,19391,471922,455091,36052,34723,22729,22211,11482,10897,3721,3626
R,6,2020,17,4164279,2123463,2040816,1561493,1489583,309902,302553,32822,31677,116982,117237,6087,5818,96177,93948,1649147,1575320,359024,350608,54766,53215,152601,151976,13405,12726,1607833,1543043,1113382,1056625,283822,277845,17601,17045,111621,112092,4257,4092,77150,75344,1183947,1125660,323908,317104,32199,31421,141652,141288,9733,9320,515630,497773,448111,432958,26080,24708,15221,14632,5361,5145,1830,1726,19027,18604,465200,449660,35116,33504,22567,21794,10949,10688,3672,3406
R,6,2020,18,4170940,2127417,2043523,1562912,1490421,316464,308558,32744,31414,116152,115903,5911,5716,93234,91511,1647872,1573607,363877,355708,54648,53177,150378,148996,12936,12555,1615516,1550877,1117370,1061526,290658,283850,17760,17156,110995,110972,4159,3985,74574,73388,1185538,1128518,329339,322382,32273,31737,139767,138797,9499,9159,511901,492646,445542,428895,25806,24708,14984,14258,5157,4931,1752,1731,18660,18123,462334,445089,34538,33326,22375,21440,10611,10199,3437,3396
R,6,2020,19,4283737,2187068,2096669,1601824,1525641,328293,319636,33085,32034,124048,122846,5990,5890,93828,90622,1687062,1608036,375729,365932,55518,53708,158685,155714,13155,12827,1669559,1600208,1150784,1092812,302346,294909,18205,17650,118866,118020,4288,4107,75070,72710,1219092,1159123,340917,332759,33293,32296,148114,145750,9691,9364,517509,496461,451040,432829,25947,24727,14880,14384,5182,4826,1702,1783,18758,17912,467970,448913,34812,33173,22225,21412,10571,9964,3464,3463
R,6,2020,20,4343156,2221349,2121807,1627557,1543854,337505,327206,33945,32451,123788,122591,6188,5843,92366,89862,1711536,1625207,384078,373376,56875,54648,157102,154637,13197,12706,1702573,1627458,1175026,1112880,311585,302490,18819,18059,118621,117752,4417,4168,74105,72109,1242560,1178320,349567,340241,34317,33167,146850,144722,9766,9373,518776,494349,452531,430974,25920,24716,15126,14392,5167,4839,1771,1675,18261,17753,468976,446887,34511,33135,22558,21481,10252,9915,3431,3333
R,6,2020,21,4287031,2191073,2095958,1609149,1528797,330061,320947,32912,31885,123122,121883,6077,5680,89752,86766,1690532,1607349,374893,365079,55425,54011,155557,152628,13258,12354,1687163,1614694,1169530,1109027,304809,296925,18364,17879,118026,117041,4317,4094,72117,69728,1235098,1172297,341446,333141,33792,33152,145439,142821,9818,9207,503910,481264,439619,419770,25252,24022,14548,14006,5096,4842,1760,1586,17635,17038,455434,435052,33447,31938,21633,20859,10118,9807,3440,3147
R,6,2020,22,4297130,2196232,2100898,1607694,1527433,332331,323002,32870,31895,130427,128414,6092,5760,86818,84394,1686203,1603853,375386,365424,55169,53702,161630,158307,12890,12178,1696858,1625875,1171263,1112525,307683,299456,18209,18067,125483,123645,4397,4170,69823,68012,1234529,1174254,342941,334256,33543,33258,151875,148892,9646,9095,499374,475023,436431,414908,24648,23546,14661,13828,4944,4769,1695,1590,16995,16382,451674,429599,32445,31168,21626,20444,9755,9415,3244,3083
R,6,2020,23,4320540,2205583,2114957,1613805,1536541,331018,323183,32757,31514,137619,135510,6134,5629,84250,82580,1689994,1611008,372027,364116,55132,53577,168118,164810,12804,12176,1708614,1643135,1179619,1124063,306509,300202,18119,17804,132690,130774,4403,4085,67274,66207,1240616,1183823,339680,333590,33436,33084,158469,155515,9520,9123,496969,471822,434186,412478,24509,22981,14638,13710,4929,4736,1731,1544,16976,16373,449378,427185,32347,30526,21696,20493,9649,9295,3284,3053
R,6,2020,24,4370374,2235305,2135069,1635201,1549726,333543,325744,32877,31223,144348,142244,6329,6008,83007,80124,1710113,1621875,373273,364808,55553,53220,174494,171034,12968,12534,1737818,1663904,1199798,1137167,309255,302941,18377,17626,139509,137484,4579,4338,66300,64348,1259722,1195221,341404,334722,33965,32947,165055,161849,9739,9458,497487,471165,435403,412559,24288,22803,14500,13597,4839,4760,1750,1670,16707,15776,450391,426654,31869,30086,21588,20273,9439,9185,3229,3076
R,6,2020,25,4469511,2288147,2181364,1666029,1575221,351313,341337,33486,32066,149194,147449,6555,6289,81570,79002,1739149,1645840,389775,379609,56633,54280,178817,175859,13448,12898,1784399,1706170,1224955,1159218,326384,317976,18949,18170,144209,142743,4787,4587,65115,63476,1283305,1216033,357361,349059,35092,33872,169420,166798,10136,9771,503748,475194,441074,416003,24929,23361,14537,13896,4985,4706,1768,1702,16455,15526,455844,429807,32414,30550,21541,20408,9397,9061,3312,3127
R,6,2020,26,4560069,2334051,2226018,1692552,1598301,367300,357071,34186,33011,154420,153511,6567,6446,79026,77678,1762990,1667427,403668,393956,57305,55787,183513,181396,13538,13133,1824343,1747389,1245416,1179207,342023,333372,19616,18984,149575,148720,4833,4771,62880,62335,1301452,1234693,371145,363297,35766,35155,174256,172349,10251,9979,509708,478629,447136,419094,25277,23699,14570,14027,4845,4791,1734,1675,16146,15343,461538,432734,32523,30659,21539,20632,9257,9047,3287,3154
R,6,2020,27,4637206,2376959,2260247,1720320,1619260,379649,365963,35515,33707,158625,160056,6823,6459,76027,74802,1787869,1685629,413757,400554,58464,56339,186926,187247,13574,13043,1862591,1781444,1269067,1199544,353833,342343,20396,19638,153818,155197,4977,4749,60500,59973,1322829,1252780,380972,370141,36442,35738,178031,178414,10308,9921,514368,478803,451253,419716,25816,23620,15119,14069,4807,4859,1846,1710,15527,14829,465040,432849,32785,30413,22022,20601,8895,8833,3266,3122
R,6,2020,28,4755248,2428392,2326856,1759173,1665676,384950,376624,37019,34306,165666,169010,7174,6659,74410,74581,1824759,1731257,417017,410300,60198,56909,193947,197147,14125,13521,1907079,1842653,1302522,1242571,358742,351505,21227,20165,160681,163949,5175,4894,58732,59569,1354217,1294973,383805,378309,37388,36193,184842,187944,10662,10216,521313,484203,456651,423105,26208,25119,15792,14141,4985,5061,1999,1765,15678,15012,470542,436284,33212,31991,22810,20716,9105,9203,3463,3305
R,6,2020,29,4838702,2460164,2378538,1784928,1702414,386248,384178,36780,33737,173578,178613,7758,7025,70872,72571,1846619,1765703,416048,416643,58872,55699,201653,206735,14866,14019,1941996,1900573,1332466,1286494,359273,358052,20857,19914,168222,173215,5639,5225,55539,57673,1380604,1336675,382255,383703,36107,35363,192215,197140,11227,10798,518168,477965,452462,415920,26975,26126,15923,13823,5356,5398,2119,1800,15333,14898,466015,429028,33793,32940,22765,20336,9438,9595,3639,3221
R,6,2020,30,4802470,2436725,2365745,1775709,1695813,376110,379157,36069,32950,175210,182374,7887,7126,65740,68325,1833079,1755464,403099,409108,56561,53961,201653,208883,14447,13706,1925302,1898809,1328581,1289587,349667,353099,20176,19543,169873,177174,5669,5324,51336,54082,1373186,1336664,370298,376458,34261,34205,192495,199901,10828,10560,511423,466936,447128,406226,26443,26058,15893,13407,5337,5200,2218,1802,14404,14243,459893,418800,32801,32650,22300,19756,9158,8982,3619,3146
R,6,2020,31,4614616,2339494,2275122,1712611,1633332,349736,356936,34471,30957,174187,183599,7602,6800,60887,63498,1765645,1688626,374188,384304,53807,50483,198761,208699,13734,12984,1851206,1832556,1285565,1247895,324669,332263,18950,18277,169195,178518,5578,5134,47249,50469,1326574,1291682,342953,353653,32102,32058,190260,200112,10466,10069,488288,442566,427046,385437,25067,24673,15521,12680,4992,5081,2024,1666,13638,13029,439071,396944,31235,30651,21705,18425,8501,8587,3268,2915
R,6,2020,32,4505630,2282507,2223123,1687289,1610242,327683,336766,33641,30349,168857,178663,7538,6783,57499,60320,1737160,1662797,350243,362457,51876,49037,192522,202639,13585,12762,1796263,1786244,1260595,1229333,303805,312773,18170,17626,164069,173894,5445,5112,44179,47506,1298711,1270647,320445,332455,30312,30648,184327,194465,10213,9908,486244,436879,426694,380909,23878,23993,15471,12723,4788,4769,2093,1671,13320,12814,438449,392150,29798,30002,21564,18389,8195,8174,3372,2854
R,6,2020,33,4424649,2240084,2184565,1668074,1589903,312909,324887,32557,29366,165218,175586,7414,6698,53912,58125,1714925,1640545,333903,349419,50108,47991,187282,198503,12963,12351,1761680,1752721,1247317,1212963,289857,301492,17468,16951,160463,170990,5296,4962,41279,45363,1282971,1252329,305169,320106,29208,29811,179377,190642,9736,9453,478404,431844,420757,376940,23052,23395,15089,12415,4755,4596,2118,1736,12633,12762,431954,388216,28734,29313,20900,18180,7905,7861,3227,2898
